risk_id,stock_code,company_name,risk_category,risk_flag,risk_description,source_id,severity,human_review_required,mitigation_or_next_step
RISK-12466,06822.HK,科劲国际,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12467,06822.HK,科劲国际,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12468,06822.HK,科劲国际,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12469,06822.HK,科劲国际,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12470,06822.HK,科劲国际,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12471,06822.HK,科劲国际,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12472,06822.HK,科劲国际,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12473,06828.HK,北京燃气蓝天,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12474,06828.HK,北京燃气蓝天,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12475,06828.HK,北京燃气蓝天,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12476,06828.HK,北京燃气蓝天,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12477,06828.HK,北京燃气蓝天,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12478,06828.HK,北京燃气蓝天,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12479,06828.HK,北京燃气蓝天,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12480,06830.HK,华众车载,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12481,06830.HK,华众车载,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12482,06830.HK,华众车载,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12483,06830.HK,华众车载,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12484,06830.HK,华众车载,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12485,06830.HK,华众车载,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12486,06830.HK,华众车载,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12487,06833.HK,兴科蓉医药,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12488,06833.HK,兴科蓉医药,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12489,06833.HK,兴科蓉医药,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12490,06833.HK,兴科蓉医药,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12491,06833.HK,兴科蓉医药,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12492,06833.HK,兴科蓉医药,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12493,06833.HK,兴科蓉医药,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12494,06838.HK,盈利时,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12495,06838.HK,盈利时,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12496,06838.HK,盈利时,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12497,06838.HK,盈利时,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12498,06838.HK,盈利时,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12499,06838.HK,盈利时,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12500,06838.HK,盈利时,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12501,06860.HK,指尖悦动,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12502,06860.HK,指尖悦动,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12503,06860.HK,指尖悦动,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12504,06860.HK,指尖悦动,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12505,06860.HK,指尖悦动,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12506,06860.HK,指尖悦动,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12507,06860.HK,指尖悦动,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12508,06885.HK,金马能源,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12509,06885.HK,金马能源,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12510,06885.HK,金马能源,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12511,06885.HK,金马能源,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12512,06885.HK,金马能源,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12513,06885.HK,金马能源,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12514,06885.HK,金马能源,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12515,06888.HK,英达公路再生科技,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12516,06888.HK,英达公路再生科技,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12517,06888.HK,英达公路再生科技,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12518,06888.HK,英达公路再生科技,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12519,06888.HK,英达公路再生科技,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12520,06888.HK,英达公路再生科技,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12521,06888.HK,英达公路再生科技,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12522,06890.HK,康利国际控股,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12523,06890.HK,康利国际控股,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12524,06890.HK,康利国际控股,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12525,06890.HK,康利国际控股,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12526,06890.HK,康利国际控股,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12527,06890.HK,康利国际控股,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12528,06890.HK,康利国际控股,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12529,06909.HK,百得利控股,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12530,06909.HK,百得利控股,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12531,06909.HK,百得利控股,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12532,06909.HK,百得利控股,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12533,06909.HK,百得利控股,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12534,06909.HK,百得利控股,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12535,06909.HK,百得利控股,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12536,06911.HK,澜沧古茶,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12537,06911.HK,澜沧古茶,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12538,06911.HK,澜沧古茶,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12539,06911.HK,澜沧古茶,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12540,06911.HK,澜沧古茶,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12541,06911.HK,澜沧古茶,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12542,06911.HK,澜沧古茶,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12543,06918.HK,奇士达,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12544,06918.HK,奇士达,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12545,06918.HK,奇士达,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12546,06918.HK,奇士达,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12547,06918.HK,奇士达,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12548,06918.HK,奇士达,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12549,06918.HK,奇士达,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12550,06919.HK,人瑞人才,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12551,06919.HK,人瑞人才,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12552,06919.HK,人瑞人才,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12553,06919.HK,人瑞人才,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12554,06919.HK,人瑞人才,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12555,06919.HK,人瑞人才,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12556,06919.HK,人瑞人才,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12557,06958.HK,正荣服务,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12558,06958.HK,正荣服务,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12559,06958.HK,正荣服务,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12560,06958.HK,正荣服务,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12561,06958.HK,正荣服务,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12562,06958.HK,正荣服务,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12563,06958.HK,正荣服务,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12564,06968.HK,港龙中国地产,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12565,06968.HK,港龙中国地产,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12566,06968.HK,港龙中国地产,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12567,06968.HK,港龙中国地产,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12568,06968.HK,港龙中国地产,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12569,06968.HK,港龙中国地产,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12570,06968.HK,港龙中国地产,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12571,06988.HK,乐享集团,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12572,06988.HK,乐享集团,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12573,06988.HK,乐享集团,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12574,06988.HK,乐享集团,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12575,06988.HK,乐享集团,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12576,06988.HK,乐享集团,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12577,06988.HK,乐享集团,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12578,06989.HK,卓越商企服务,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12579,06989.HK,卓越商企服务,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12580,06989.HK,卓越商企服务,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12581,06989.HK,卓越商企服务,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12582,06989.HK,卓越商企服务,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12583,06989.HK,卓越商企服务,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12584,06989.HK,卓越商企服务,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12585,08005.HK,裕兴科技,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12586,08005.HK,裕兴科技,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12587,08005.HK,裕兴科技,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12588,08005.HK,裕兴科技,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12589,08005.HK,裕兴科技,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12590,08005.HK,裕兴科技,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12591,08005.HK,裕兴科技,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12592,08021.HK,汇隆控股,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12593,08021.HK,汇隆控股,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12594,08021.HK,汇隆控股,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12595,08021.HK,汇隆控股,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12596,08021.HK,汇隆控股,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12597,08021.HK,汇隆控股,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12598,08021.HK,汇隆控股,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12599,08027.HK,吉辉控股,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12600,08027.HK,吉辉控股,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12601,08027.HK,吉辉控股,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12602,08027.HK,吉辉控股,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12603,08027.HK,吉辉控股,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12604,08027.HK,吉辉控股,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12605,08027.HK,吉辉控股,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12606,08049.HK,吉林长龙药业,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12607,08049.HK,吉林长龙药业,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12608,08049.HK,吉林长龙药业,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
